V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,Instructions,E2_SH_FLAT_FORW,E2_SH_FLAT_BACK,E2_TH_FLAT_FORW,E2_TH_FLAT_BACK,E2_SH_PUSH_FORW,E2_SH_PUSH_BACK,E2_TH_PUSH_FORW,E2_TWO_PUSH_BACK,VideoCompletion,VideoNTimes,VideoIssues,OpenEnded,GestureNotice,MathQuestion,TransitionPerson,Likeability,Approachability,Warm,Friendly,TransitionAQ,AQ1_face,AQ2_face,age,gender,handedness,language,ThankYou,DO-BR-FL_10,LocationLatitude,LocationLongitude,LocationAccuracy,
ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,CONSENT   This study investigates language and perception. You will be asked to look at a picture...,"INSTRUCTIONS   On the next screen, you will see a video of a person. Please make sure that your a...",Response:,Response:,Response:,Response:,Response:,Response:,Response:,Response:,Were you able to view the video completely?,"If you were able to view the video, how many times did you view it?",Were there any video or audio issues that you were aware of?,"Any observations, thoughts, ideas you want to share with us about the person you just saw or the...",Did you notice the person's gestures?,What is 9 + 4?,The next four questions are about the person in the video:,The person in the video is likeable.  ,The person in the video is approachable.,The person in the video is warm.,The person in the video is friendly.,The next two questions are about yourself:,I find it easy to work out what someone is thinking or feeling just by looking at their face.,I find it difficult to work out people’s intentions.,What is your age?,What is your gender?,Are you left or right-handed?,What is your native language / your native languages?   Your native language(s) is what you spoke...,You completed our survey! Please follow the link below to retrieve the access code for this HIT:...,Display Order: Block Randomizer FL_10,LocationLatitude,LocationLongitude,LocationAccuracy,
R_PCkfeBLAhKuppXr,Default Response Set,Anonymous,,,98.198.83.166,0,2019-07-04 09:11:36,2019-07-04 09:13:12,0,1,1,,monday,,,,,,,Yes,2,no,He was speaking fast,Probably yes,13,1,slightly agree,strongly agree,strongly agree,slightly agree,1,slightly agree,slightly disagree,40,male,left-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_pGyFVbr0UCjIdFL,Default Response Set,Anonymous,,,63.155.2.243,0,2019-07-04 09:16:16,2019-07-04 09:17:22,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_PUSH_FORW,,,-1,
R_RVlfduOZHmHCGnD,Default Response Set,Anonymous,,,131.100.2.109,0,2019-07-04 09:10:39,2019-07-04 09:17:27,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_PUSH_FORW,,,-1,
R_1dcpzGgxAMVVss1,Default Response Set,Anonymous,,,107.145.113.42,0,2019-07-04 09:16:19,2019-07-04 09:17:29,0,1,1,,,Monday,,,,,,Yes,2,no,Their speech was someone hard to understand.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,36,male,right-handed,English,,E2_TH_FLAT_FORW,,,-1,
R_24q0cKdeEWcCzLG,Default Response Set,Anonymous,,,198.148.90.42,0,2019-07-04 09:13:54,2019-07-04 09:18:38,0,1,1,friday,,,,,,,,Yes,2,no,awesome,Might or might not,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly agree,25,male,right-handed,ENGLISH LANGUAGE,,E2_SH_FLAT_FORW,,,-1,
R_3EFS181jLHs4k5N,Default Response Set,Anonymous,,,75.188.235.103,0,2019-07-04 09:18:08,2019-07-04 09:20:09,0,1,1,,,,,,,,Friday,Yes,3,The beginning of the video is hard to understand. He need enunciate his words. ,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,32,female,right-handed,english,,E2_TWO_PUSH_BACK,,,-1,
R_1pECUNNZPGmXnQC,Default Response Set,Anonymous,,,24.131.62.162,0,2019-07-04 09:18:49,2019-07-04 09:21:10,0,1,1,Friday,,,,,,,,Yes,2,no,I guess he had a lisp or something,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly agree,57,female,left-handed,English,,E2_SH_FLAT_FORW,,,-1,
R_1Nw7vbyrDkKQmun,Default Response Set,Anonymous,,,74.89.195.240,0,2019-07-04 09:20:26,2019-07-04 09:22:18,0,1,1,,,Friday,,,,,,Yes,1,no,thanks,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,1,slightly agree,slightly agree,50,male,right-handed,ENGLISH,,E2_TH_FLAT_FORW,,,-1,
R_3R4b1p8LVwQIHF5,Default Response Set,Anonymous,,,198.204.220.111,0,2019-07-04 09:19:57,2019-07-04 09:22:09,0,1,1,,friday,,,,,,,Yes,3,no,it was challenging hearing what day,Probably yes,13,1,slightly agree,slightly agree,slightly agree,strongly agree,1,slightly agree,strongly agree,34,female,right-handed,english,,E2_SH_FLAT_BACK,,,-1,
R_28Ujje2bUXVjhMy,Default Response Set,Anonymous,,,173.90.223.183,0,2019-07-04 09:21:29,2019-07-04 09:22:25,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_PUSH_BACK,,,-1,
R_2yg9FoWx5BFOQVK,Default Response Set,Anonymous,,,24.131.62.162,0,2019-07-04 09:22:41,2019-07-04 09:24:23,0,1,1,,,,,,,,Friday,Yes,1,no,no,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly agree,47,male,right-handed,English,,E2_TWO_PUSH_BACK,,,-1,
R_3QGzcTxuYFXp5tr,Default Response Set,Anonymous,,,107.15.144.116,0,2019-07-04 09:23:47,2019-07-04 09:24:57,0,1,1,,,,monday,,,,,Yes,once,none,nothing in particular,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,32,male,right-handed,english,,E2_TH_FLAT_BACK,,,-1,
R_3oNuCpUqhlUOBde,Default Response Set,Anonymous,,,107.137.133.73,0,2019-07-04 09:28:09,2019-07-04 09:29:16,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_PUSH_BACK,,,-1,
R_2du3gSVqWsIvlop,Default Response Set,Anonymous,,,107.195.124.108,0,2019-07-04 09:28:30,2019-07-04 09:30:16,0,1,1,,,,,Friday,,,,Yes,1,No,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly disagree,slightly agree,31,male,right-handed,English,,E2_SH_PUSH_FORW,,,-1,
R_2cvLbMnn5SvLasG,Default Response Set,Anonymous,,,104.168.44.156,0,2019-07-04 09:28:30,2019-07-04 09:30:54,0,1,1,,,,,,,,GOOD,Yes,3,NOT,GOOD,Definitely yes,13,1,strongly agree,slightly agree,strongly agree,slightly agree,1,slightly agree,slightly agree,30,female,right-handed,ENGLISH,,E2_TWO_PUSH_BACK,,,-1,
R_3PhrchdWhmXni8Y,Default Response Set,Anonymous,,,192.200.24.22,0,2019-07-04 09:28:11,2019-07-04 09:31:26,0,1,1,,Saturday 6th of July 2019,,,,,,,Yes,1,no,It was a bit sudden to listen to and process since the video was so quick and the context of what the person was saying so random. ,Probably not,13,1,slightly disagree,slightly disagree,slightly disagree,slightly agree,1,slightly agree,slightly disagree,28,female,right-handed,"English, Spanish",,E2_SH_FLAT_BACK,,,-1,
R_8B3ubaTC2rtGsKJ,Default Response Set,Anonymous,,,186.65.115.136,0,2019-07-04 09:29:05,2019-07-04 09:32:02,0,1,1,,,,,,,four,,Yes,3,NO,,Probably not,13,1,slightly agree,strongly agree,slightly disagree,slightly agree,1,strongly agree,slightly agree,47,female,right-handed,English,,E2_TH_PUSH_FORW,,,-1,
R_1rc3bVo08KxdR2f,Default Response Set,Anonymous,,,161.129.69.3,0,2019-07-04 09:21:43,2019-07-04 09:32:02,0,1,1,,,,what,,,,,Yes,1,no,none,Probably yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,1,slightly agree,strongly agree,32,female,right-handed,english,,E2_TH_FLAT_BACK,,,-1,
R_2bqBkrRoVAG5qYV,Default Response Set,Anonymous,,,47.157.191.29,0,2019-07-04 09:33:15,2019-07-04 09:33:36,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_PUSH_BACK,,,-1,
R_3qU4cpO0XGddPwK,Default Response Set,Anonymous,,,97.83.31.15,0,2019-07-04 09:33:34,2019-07-04 09:34:48,0,1,1,,,,,friday,,,,Yes,2,no,,Probably yes,13,1,strongly disagree,strongly disagree,strongly disagree,strongly disagree,1,strongly disagree,strongly disagree,35,male,ambidextrous,eng,,E2_SH_PUSH_FORW,,,-1,
R_Qh98FkNjoDIzjbz,Default Response Set,Anonymous,,,173.202.29.74,0,2019-07-04 09:32:31,2019-07-04 09:34:33,0,1,1,,sunday,,,,,,,Yes,2,sound wanst that good,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly disagree,slightly agree,56,male,right-handed,en,,E2_SH_FLAT_BACK,,,-1,
R_3NRpHyElvez8vxY,Default Response Set,Anonymous,,,67.141.3.207,0,2019-07-04 09:35:25,2019-07-04 09:35:47,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_FORW,,,-1,
R_sFgSfbJtSNFZySZ,Default Response Set,Anonymous,,,172.58.184.90,0,2019-07-04 09:32:11,2019-07-04 09:35:37,0,1,1,,,,,,,,monday,Yes,3,no had a little buffer but alright,his hands moved backwards instead of forwards and it confused me,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,30,female,right-handed,English,,E2_TWO_PUSH_BACK,,,-1,
R_3EN1A4qUqYNBzlF,Default Response Set,Anonymous,,,38.132.120.70,0,2019-07-04 09:35:17,2019-07-04 09:36:43,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_BACK,,,-1,
R_11ZX73vE7I3jiOR,Default Response Set,Anonymous,,,107.207.147.250,0,2019-07-04 09:34:20,2019-07-04 09:37:28,0,1,1,,Friday,,,,,,,Yes,Once,,I feel like he could talk a little slower,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,1,slightly disagree,slightly agree,21,female,left-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_22K7IExSaUonY5I,Default Response Set,Anonymous,,,100.16.177.134,0,2019-07-04 09:35:02,2019-07-04 09:37:56,0,1,1,,,Monday,,,,,,Yes,1,No,He talked very quickly.,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,35,male,right-handed,English,,E2_TH_FLAT_FORW,,,-1,
R_1ptK629nx62PMKC,Default Response Set,Anonymous,,,76.181.2.146,0,2019-07-04 09:35:55,2019-07-04 09:38:56,0,1,1,,,,,,Friday,,,Yes,2,no,no,Definitely yes,13,1,strongly agree,strongly agree,slightly agree,strongly agree,1,slightly agree,slightly disagree,36,male,left-handed,english,,E2_SH_PUSH_BACK,,,-1,
R_24Nq74IkEOxgL9K,Default Response Set,Anonymous,,,207.38.180.236,0,2019-07-04 09:37:40,2019-07-04 09:39:33,0,1,1,,,Friday,,,,,,Yes,2,None,,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,1,slightly agree,slightly agree,35,male,right-handed,English,,E2_TH_FLAT_FORW,,,-1,
R_12ExANUQvIdaO7u,Default Response Set,Anonymous,,,73.184.88.30,0,2019-07-04 09:38:01,2019-07-04 09:40:18,0,1,1,,,,,,,thursday,,Yes,1,no,,Definitely yes,13,1,strongly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,26,male,right-handed,english,,E2_TH_PUSH_FORW,,,-1,
R_wKIzRcKdft1BdaV,Default Response Set,Anonymous,,,98.214.237.154,0,2019-07-04 09:37:56,2019-07-04 09:40:24,0,1,1,,Tuesday,,,,,,,Yes,2,no,he talks too fast,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,44,male,right-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_2CNuLNWtguNz38U,Default Response Set,Anonymous,,,45.46.243.45,0,2019-07-04 09:40:27,2019-07-04 09:41:29,0,1,1,,,,Monday,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_BACK,,,-1,
R_2y1kO3pwSIYtsPW,Default Response Set,Anonymous,,,205.185.222.218,0,2019-07-04 09:36:23,2019-07-04 09:41:37,0,1,1,,,,,,,,fourty days,Yes,3,The audio wasnt clear enough,The voice wasnt clear enough,Probably yes,12,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly agree,38,male,right-handed,english,,E2_TWO_PUSH_BACK,,,-1,
R_3O389IiKyWRx5fi,Default Response Set,Anonymous,,,205.251.150.162,0,2019-07-04 09:42:06,2019-07-04 09:42:31,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TWO_PUSH_BACK,,,-1,
R_10O6WOkmLP980dD,Default Response Set,Anonymous,,,68.1.52.14,0,2019-07-04 09:41:30,2019-07-04 09:42:52,0,1,1,,,,,,,Friday,,Yes,2,No,The guy talked very quickly,Might or might not,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,22,male,right-handed,English,,E2_TH_PUSH_FORW,,,-1,
R_1r3cc36Qpwwr6wg,Default Response Set,Anonymous,,,178.134.158.3,0,2019-07-04 09:42:30,2019-07-04 09:43:17,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_BACK,,,-1,
R_3M5P066rKk8kKFo,Default Response Set,Anonymous,,,73.153.138.218,0,2019-07-04 09:41:19,2019-07-04 09:43:26,0,1,1,,,,,,Saturday,,,Yes,1,No,I suppose the gesturing slowed my answer down,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,50,male,right-handed,English,,E2_SH_PUSH_BACK,,,-1,
R_3FOEZD5ikFX46W6,Default Response Set,Anonymous,,,67.242.193.194,0,2019-07-04 09:41:32,2019-07-04 09:43:29,0,1,1,,,,,,,friday,,Yes,1,no,"It was hard to understand him because he spoke fast, but I think he said Wednesday.",Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,52,female,right-handed,english,,E2_TH_PUSH_FORW,,,-1,
R_1IQORhQK1MVmBWI,Default Response Set,Anonymous,,,173.91.158.109,0,2019-07-04 09:41:19,2019-07-04 09:43:29,0,1,1,Friday,,,,,,,,Yes,2,Hard to understand the accent,Hard to understand,Definitely not,13,1,strongly disagree,slightly disagree,slightly disagree,slightly disagree,1,strongly agree,strongly disagree,37,female,right-handed,English,,E2_SH_FLAT_FORW,,,-1,
R_1dH53JIaMHMMOdo,Default Response Set,Anonymous,,,47.151.5.84,0,2019-07-04 09:41:20,2019-07-04 09:43:52,0,1,1,,07/05/19,,,,,,,Yes,2,none,none,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,39,male,right-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_296tMhIqMd8gITU,Default Response Set,Anonymous,,,67.39.144.62,0,2019-07-04 09:41:15,2019-07-04 09:44:40,0,1,1,,,,,Friday,,,,Yes,2,Speaker spoke too fast,,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,strongly agree,1,slightly agree,strongly agree,26,female,right-handed,English,,E2_SH_PUSH_FORW,,,-1,
R_2R8JamxUECFmC6Q,Default Response Set,Anonymous,,,75.43.133.147,0,2019-07-04 09:43:15,2019-07-04 09:44:56,0,1,1,,,,,"July 6, 2019",,,,Yes,1.5,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,27,female,right-handed,english,,E2_SH_PUSH_FORW,,,-1,
R_bJayXyubRAIaQk9,Default Response Set,Anonymous,,,67.11.110.193,0,2019-07-04 09:42:49,2019-07-04 09:45:11,0,1,1,,,,,,Monday,,,Yes,One,No,No,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,strongly agree,strongly disagree,37,female,right-handed,English,,E2_SH_PUSH_BACK,,,-1,
R_3EcZYH880bcuDVz,Default Response Set,Anonymous,,,99.24.219.147,0,2019-07-04 09:42:32,2019-07-04 09:45:25,0,1,1,Monday,,,,,,,,Yes,2,No,No,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,1,strongly agree,strongly disagree,33,female,right-handed,English,,E2_SH_FLAT_FORW,,,-1,
R_1OPhwEPWLTL4OlJ,Default Response Set,Anonymous,,,206.83.241.136,0,2019-07-04 09:44:33,2019-07-04 09:45:34,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_PUSH_BACK,,,-1,
R_1jlVBNYuU2oCxHV,Default Response Set,Anonymous,,,12.38.35.6,0,2019-07-04 09:42:08,2019-07-04 09:46:15,0,1,1,,,,,Wednesday,,,,Yes,5,None.,They need to speak more clearly.,Probably yes,13,1,slightly agree,slightly disagree,slightly disagree,strongly disagree,1,slightly agree,slightly disagree,28,male,right-handed,English,,E2_SH_PUSH_FORW,,,-1,
R_2tDmgw9xWmV2JGH,Default Response Set,Anonymous,,,63.115.156.16,0,2019-07-04 09:43:39,2019-07-04 09:46:26,0,1,1,,,,,,,it moved 4 days,,Yes,5,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,28,male,right-handed,English,,E2_TH_PUSH_FORW,,,-1,
R_1g6GADHAZyka8tW,Default Response Set,Anonymous,,,108.31.246.175,0,2019-07-04 09:44:34,2019-07-04 09:47:03,0,1,1,Friday,,,,,,,,Yes,2,no,none,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly disagree,slightly agree,25,male,right-handed,english,,E2_SH_FLAT_FORW,,,-1,
R_2ZBkFKSl97FS1XF,Default Response Set,Anonymous,,,184.17.222.64,0,2019-07-04 09:46:03,2019-07-04 09:48:04,0,1,1,,,Friday,,,,,,Yes,3,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,1,slightly disagree,slightly agree,41,female,left-handed,english,,E2_TH_FLAT_FORW,,,-1,
R_1rqZV3g0HvEGFNV,Default Response Set,Anonymous,,,131.100.2.57,0,2019-07-04 09:44:37,2019-07-04 09:48:38,0,1,1,,,,Sunday,,,,,Maybe,3,Yes,He said what next meet we are suppose to meet on four days to now,Probably yes,13,1,slightly agree,slightly disagree,strongly disagree,slightly disagree,1,slightly disagree,slightly disagree,25,female,left-handed,English,,E2_TH_FLAT_BACK,,,-1,
R_22R0eijM25cd1ZI,Default Response Set,Anonymous,,,69.136.76.207,0,2019-07-04 09:48:31,2019-07-04 09:49:12,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_PUSH_FORW,,,-1,
R_OpSI2jJOul2H7eV,Default Response Set,Anonymous,,,184.100.112.139,0,2019-07-04 09:48:49,2019-07-04 09:51:06,0,1,1,,,,,,,,A little hard to understand,Yes,1,no,I don't think English is the native language,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,1,slightly agree,slightly disagree,39,female,right-handed,English,,E2_TWO_PUSH_BACK,,,-1,
R_3nGc1ATPJC5Nia5,Default Response Set,Anonymous,,,192.171.19.130,0,2019-07-04 09:47:45,2019-07-04 09:51:29,0,1,1,Meaning of now,,,,,,,,Yes,2,No,The question of that video is meaning of now.,Definitely yes,13,1,strongly agree,slightly disagree,strongly disagree,slightly disagree,1,strongly agree,slightly agree,54,female,right-handed,English,,E2_SH_FLAT_FORW,,,-1,
R_2OPYp7Tbre8f3FN,Default Response Set,Anonymous,,,174.99.27.61,0,2019-07-04 09:51:51,2019-07-04 09:52:32,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_BACK,,,-1,
R_414SjOy5bCv9F6x,Default Response Set,Anonymous,,,99.105.45.130,0,2019-07-04 09:46:49,2019-07-04 09:52:34,0,1,1,,,,,,,,Monday,Yes,once,no,He has a thick accent and I didn't catch the first word. I think he said Wednesday. ,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,slightly disagree,slightly agree,59,female,right-handed,English,,E2_TWO_PUSH_BACK,,,-1,
R_1rwf6JBH3TLMOvJ,Default Response Set,Anonymous,,,108.185.66.225,0,2019-07-04 09:51:39,2019-07-04 09:52:36,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_PUSH_FORW,,,-1,
R_2wADfBafYid4TH9,Default Response Set,Anonymous,,,150.198.17.8,0,2019-07-04 09:52:41,2019-07-04 09:52:53,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3kI0CHSk6FcRwOz,Default Response Set,Anonymous,,,68.196.60.132,0,2019-07-04 09:51:46,2019-07-04 09:53:09,0,1,1,,,,,,,,Monday,Yes,4,no,,Definitely yes,14,1,strongly agree,strongly agree,strongly agree,strongly agree,1,slightly disagree,slightly disagree,26,male,right-handed,"english, cantonese",,E2_TWO_PUSH_BACK,,,-1,
R_2TKTGyD22qIU9Bn,Default Response Set,Anonymous,,,71.200.174.173,0,2019-07-04 09:51:53,2019-07-04 09:53:17,0,1,1,,,,Monday,,,,,Yes,1,no,,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,1,slightly disagree,slightly agree,32,male,right-handed,English,,E2_TH_FLAT_BACK,,,-1,
R_28UjYF5maS71DEd,Default Response Set,Anonymous,,,71.125.80.26,0,2019-07-04 09:51:41,2019-07-04 09:53:17,0,1,1,i didn't think much of it,,,,,,,,Yes,1,The audio was a bit low,He looked smart,Might or might not,13,1,slightly disagree,slightly agree,slightly disagree,slightly agree,1,slightly agree,slightly disagree,20,male,right-handed,english,,E2_SH_FLAT_FORW,,,-1,
R_3fx7A0tPwqQRHcd,Default Response Set,Anonymous,,,96.18.187.207,0,2019-07-04 09:51:38,2019-07-04 09:53:18,0,1,1,,,,,,Friday,,,Yes,2,The video buffered a couple of times so I rewatched after it had completely loaded,None at this time.,Probably yes,13,1,slightly agree,strongly agree,slightly agree,strongly agree,1,slightly agree,slightly disagree,23,male,right-handed,English,,E2_SH_PUSH_BACK,,,-1,
R_AFIx0usoOAbEBP3,Default Response Set,Anonymous,,,73.48.57.9,0,2019-07-04 09:52:47,2019-07-04 09:53:32,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_TH_FLAT_FORW,,,-1,
R_YR0EsWaDaRKzgVH,Default Response Set,Anonymous,,,24.91.176.220,0,2019-07-04 09:52:35,2019-07-04 09:53:33,0,1,1,,,,,,Monday,,,Yes,2,no,,Definitely yes,13,1,slightly agree,slightly disagree,slightly agree,slightly agree,1,strongly agree,strongly agree,34,male,right-handed,english,,E2_SH_PUSH_BACK,,,-1,
R_1JLozC04lYtacmg,Default Response Set,Anonymous,,,68.231.140.184,0,2019-07-04 09:52:02,2019-07-04 09:54:09,0,1,1,,,,,,monday,,,Yes,once,no,the man moved his hand back while saying forward,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,37,female,right-handed,english,,E2_SH_PUSH_BACK,,,-1,
R_10CM2SxFRBn0O4g,Default Response Set,Anonymous,,,96.37.72.234,0,2019-07-04 09:52:02,2019-07-04 09:54:34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_0V7wUtmIbjr3CMN,Default Response Set,Anonymous,,,216.151.191.82,0,2019-07-04 09:51:15,2019-07-04 09:54:29,0,1,1,,,,,,Monday,,,Yes,2 days,No,,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,1,strongly agree,strongly disagree,48,male,right-handed,English ,,E2_SH_PUSH_BACK,,,-1,
R_3ZTeiY1593zF9gl,Default Response Set,Anonymous,,,67.246.227.133,0,2019-07-04 09:51:50,2019-07-04 09:54:27,0,1,1,,,FRIDAY,,,,,,Yes,3,NO,His accent was very hard to understand,Probably yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly disagree,1,slightly agree,slightly disagree,38,female,right-handed,english,,E2_TH_FLAT_FORW,,,-1,
R_USAuFglQ0n1qR8Z,Default Response Set,Anonymous,,,47.204.34.69,0,2019-07-04 09:51:47,2019-07-04 09:54:36,0,1,1,Friday,,,,,,,,Yes,2,no,Very difficult to understand the person,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,strongly disagree,51,male,right-handed,English,,E2_SH_FLAT_FORW,,,-1,
R_2Y5ut70IIT3Q9MC,Default Response Set,Anonymous,,,67.84.184.167,0,2019-07-04 09:52:14,2019-07-04 09:54:38,0,1,1,,,,,i couldnt make out most of the words ,,,,Yes,1,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly disagree,slightly disagree,45,female,right-handed,english,,E2_SH_PUSH_FORW,,,-1,
R_3lGsu4isgBnfNuO,Default Response Set,Anonymous,,,99.203.202.67,0,2019-07-04 09:51:52,2019-07-04 09:54:53,0,1,1,,,,,,,,Friday,Yes,2,None,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,31,female,right-handed,English,,E2_TWO_PUSH_BACK,,,-1,
R_vwOxADbi09ii6MV,Default Response Set,Anonymous,,,144.163.175.202,0,2019-07-04 09:52:45,2019-07-04 09:54:55,0,1,1,Friday,,,,,,,,Yes,2,No.,He talks too fast.,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,62,female,ambidextrous,English,,E2_SH_FLAT_FORW,,,-1,
R_2rwObTZGVqZIyW9,Default Response Set,Anonymous,,,64.46.26.151,0,2019-07-04 09:51:24,2019-07-04 09:54:23,0,1,1,,Monday,,,,,,,Yes,2,0,"I was not expecting the accent, so the first watch hit me as a wave of sounds. The second watch was significantly easier to understand!  ",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly disagree,slightly agree,28,male,right-handed,"Russian, English",,E2_SH_FLAT_BACK,,,-1,
R_1kNXfIRJPFuKnmE,Default Response Set,Anonymous,,,73.204.204.172,0,2019-07-04 09:55:04,2019-07-04 09:55:25,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2_SH_FLAT_BACK,,,-1,
R_12KfDap39Sfi2uU,Default Response Set,Anonymous,,,98.164.176.136,0,2019-07-04 09:52:40,2019-07-04 09:55:26,0,1,1,,thursday,,,,,,,Yes,3,Hard to understand his first words,,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,1,slightly disagree,slightly agree,67,female,right-handed,English,,E2_SH_FLAT_BACK,,,-1,
R_2CycaNxV0gnaCny,Default Response Set,Anonymous,,,104.35.170.65,0,2019-07-04 09:51:59,2019-07-04 09:55:26,0,1,1,,,,,,,,Friday,Yes,2,it buffered for a few seconds while viewing then continued.. that is why I had to view twice,his accent was a bit strong so I had to listen very carefully,Probably yes,13,1,slightly agree,slightly agree,strongly agree,strongly agree,1,slightly agree,slightly disagree,55,female,left-handed,English,,E2_TWO_PUSH_BACK,,,-1,
R_OfnrxSabKSjT9qV,Default Response Set,Anonymous,,,162.198.138.219,0,2019-07-04 09:52:09,2019-07-04 09:55:57,0,1,1,,Monday,,,,,,,Yes,1,None,It was a straight-forward but quick question,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,1,slightly agree,slightly disagree,46,male,right-handed,Nepali,,E2_SH_FLAT_BACK,,,-1,
R_1mWOxD8UPkkBM32,Default Response Set,Anonymous,,,108.224.155.0,0,2019-07-04 09:54:53,2019-07-04 09:56:55,0,1,1,,monday,,,,,,,Yes,2,no,,Probably yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,1,slightly agree,slightly disagree,36,female,right-handed,English,,E2_SH_FLAT_BACK,,,-1,
